asset_id,title,description,keywords,library,category,subcategory,status,upload_by,upload_date,last_updated_by,last_update_date,admin_notes,bit_rate,dload_file_type,dload_resolution,dload_size
2731&libid=1&pageindex=61&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,PDF Purple Gradient,Purple gradient poster for office artwork in PDF format,"Purple, Gradient, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/18/2013,Tami,12/18/2015,,,PDF,150 dpi,49kb
2732&libid=1&pageindex=60&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,PDF Blue Gradient,Blue gradient poster for office artwork in PDF format,"Blue, Gradient, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/18/2013,Tami,12/18/2015,,,PDF,150 dpi,50kb
2733&libid=1&pageindex=61&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,PDF Red Gradient,Red gradient poster for office artwork in PDF format,"Red, Gradient, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/18/2013,Tami,12/18/2015,,,PDF,150 dpi,68kb
2734&libid=1&pageindex=61&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,PDF Violet Gradient,Violet gradient poster for office artwork in PDF format,"Violet, Gradient, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/18/2013,Tami,12/18/2015,,,PDF,150 dpi,53kb
2735&libid=1&pageindex=2&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,ABCDEFGHIJKLMNOP,Eco concept,,Qualcomm,Photography,Textures,,,Super Admin,11/19/2013,Brittany,10/6/2014,,,JPEG,72 dpi,1.5mb
2736&libid=1&pageindex=35&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple with devices on a bench,,"Advertisement, Device, Laptop, Smartphone, Photography, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/19/2013,Tami,12/18/2015,,,PDF,150 dpi,3.2mb
2738&libid=1&pageindex=37&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Engineer in sound lab,,"Lab, Advertisement, Poster, Photography, Engineer",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/19/2013,Tami,5/13/2015,,,PDF,150 dpi,3.5mb
2739&libid=1&pageindex=45&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man on a run with 2Net device,,"Advertisement, Device, Photography, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/19/2013,Tami,12/18/2015,,,PDF,150 dpi,3.7mb
2742&libid=1&pageindex=100&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman with mobile phone in kitchen,,"Advertisement, Smartphone, Device, Photography, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/20/2013,Tami,12/18/2015,,,PDF,150 dpi,1.2mb
2743&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman with laptop sitting inside,,"Advertisement, Laptop, Device, Photography, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/20/2013,Tami,12/18/2015,,,PDF,150 dpi,764kb
2746&libid=1&pageindex=100&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman with mobile phone in kitchen,,"Smartphone, Device, Photography, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/20/2013,Tami,12/18/2015,,,PDF,150 dpi,1.2mb
2747&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman with laptop sitting inside,,"Laptop, Device, Photography, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,11/20/2013,Tami,12/18/2015,,,PDF,150 dpi,746kb
2748&libid=1&pageindex=37&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Engineer in sound lab ad,"""Breaking through the boundaries of what's possible in mobile technology."" 8.5 x 11 advertisement","Advertisement, Engineer, Lab",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,3.4mb
2749&libid=1&pageindex=35&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple with devices on a bench,"""Breaking through the boundaries of what's possible in mobile technology."" 8.5 x 11 advertisement","Advertisement, Device, Laptop, Smartphone",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,2.8mb
2750&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Businessman with mobile phone in airport ad,"""Breaking through the boundaries of what's possible in mobile technology."" 8.5 x 11 advertisement","Advertisement, Device, Smartphone",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,1.5mb
2751&libid=1&pageindex=100&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman with mobile phone in kitchen ad,"""Breaking through the boundaries of what's possible in mobile technology."" 8.5 x 11 advertisement","Advertisement, Device, Smartphone",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,1.3mb
2752&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman with laptop sitting inside ad,"""Breaking through the boundaries of what's possible in mobile technology."" 8.5 x 11 advertisement","Laptop, Device, Advertisement",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,803kb
2753&libid=1&pageindex=96&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman engineer holding device in a lab,"""Breaking through the boundaries of what's possible in mobile technology."" quarter page advertisement","Advertisement, Engineer, Device, Lab",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,1.1mb
2754&libid=1&pageindex=102&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Young couple using devices at home,"""Breaking through the boundaries of what's possible in mobile technology."" 8 1/4 x 11 3/4 advertisement","Advertisement, Device, Smartphone, Tablet",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,1mb
2755&libid=1&pageindex=44&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man holding mobile phone on a lawn,"""Breaking through the boundaries of what's possible in mobile technology."" quarter page advertisement","Advertisement, Device, Smartphone",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,1.6mb
2756&libid=1&pageindex=34&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple looking at tablet on a sidewalk,"""Breaking through the boundaries of what's possible in mobile technology."" quarter page advertisement","Advertisement, Device, Tablet",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,1mb
2757&libid=1&pageindex=37&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Engineer working on a computer,"""Breaking through the boundaries of what's possible in mobile technology."" quarter page advertisement","Advertisement, Engineer, Lab",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,763kb
2758&libid=1&pageindex=45&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man holding mobile phone on a lawn,"""Breaking through the boundaries of what's possible in mobile technology."" 8 1/4 x 11 3/4 advertisement","Advertisement, Device, Smartphone",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,1.7mb
2759&libid=1&pageindex=35&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple with devices on a bench,"""Breaking through the boundaries of what's possible in mobile technology."" 8 1/4 x 11 3/4 advertisement","Advertisement, Device, Smartphone, Laptop",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,2.7mb
2760&libid=1&pageindex=37&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Engineer in sound lab A4 ad,"""Breaking through the boundaries of what's possible in mobile technology."" 8 1/4 x 11 3/4 advertisement","Advertisement, Engineer, Lab",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,3.4mb
2761&libid=1&pageindex=100&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman with laptop sitting inside ad,"""Breaking through the boundaries of what's possible in mobile technology."" 8 1/4 x 11 3/4 advertisement","Advertisement, Device, Laptop",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,774kb
2762&libid=1&pageindex=100&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman with mobile phone in kitchen,"""Breaking through the boundaries of what's possible in mobile technology."" 8 1/4 x 11 3/4 advertisement","Advertisement, Device, Smartphone",Qualcomm,Templates,Advertising | old,,,Alex BenBassat,11/20/2013,Elysia,11/12/2014,,,PDF,150 dpi,1.2mb
2767&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Businessman with smartphone in front of office bui,,"Photography, Poster, Device, Icon, Smartphone",Qualcomm,Templates,Environmental,,,Alex BenBassat,12/9/2013,Tami,12/18/2015,,,PDF,150 dpi,17.7mb
2772&libid=1&pageindex=38&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Family with tablet in kitchen,,"Photography, Poster, Family, Icon, Tablet",Qualcomm,Templates,Environmental,,,Alex BenBassat,12/9/2013,Elysia,11/12/2014,,,PDF,150 dpi,11.7mb
2785&libid=1&pageindex=35&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple with tablets outside home,,"Device, Icon, Photography, Poster, Tablet",Qualcomm,Templates,Environmental,,,Alex BenBassat,12/9/2013,Tami,12/18/2015,,,PDF,N/A,19mb
2786&libid=1&pageindex=48&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man with tablet in pool,,"Device, Icon, Photography, Poster, Tablet",Qualcomm,Templates,Environmental,,,Alex BenBassat,12/9/2013,Elysia,11/12/2014,,,PDF,N/A,5.6mb
2787&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Businessman with mobile phone waiting for trolley,,"Photography, Poster, Smartphone",Qualcomm,Templates,Environmental,,,Alex BenBassat,12/9/2013,Tami,12/18/2015,,,PDF,N/A,12.7mb
2788&libid=1&pageindex=48&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man with phone on construction site,,"Device, Icon, Photography, Poster, Smartphone",Qualcomm,Templates,Environmental,,,Alex BenBassat,12/9/2013,Tami,5/13/2015,,,PDF,N/A,8.7mb
2789&libid=1&pageindex=48&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man with tablet on balcony,,"Device, Icon, Photography, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,12/9/2013,Elysia,11/12/2014,,,PDF,N/A,13mb
2791&libid=1&pageindex=100&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman with tablet in a park,,"Tablet, Device, Photography, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,12/9/2013,Elysia,11/12/2014,,,PDF,N/A,28.2mb
2793&libid=1&pageindex=48&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man with smartphone in a forest,,"Smartphone, Device, Photography, Poster",Qualcomm,Templates,Environmental,,,Alex BenBassat,12/9/2013,Elysia,11/12/2014,,,PDF,N/A,23.9mb
2794&libid=1&pageindex=1&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,140238052,Sailors pass supplies to each other in the hangar bay of USS Ronald Reagan.,"Ocean, Team",Qualcomm,Photography,Brand Photography,,,Super Admin,12/13/2013,Brittany,11/5/2014,,,JPEG,300 dpi,3.1mb
2796&libid=1&pageindex=41&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Goldfish,goldfish jumping out of the water,,Qualcomm,Photography,Textures,,,Super Admin,12/13/2013,Elysia,11/11/2014,,,JPEG,300 dpi,2.1mb
2802&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman standing next to a horse in a clearing,,Photography,Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,52mb
2803&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man using mobile device on road outside the woods,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,45.8mb
2804&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man taking a photo on a mobile device in the city,,"Camera, Smartphone, Device, Photo, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,46.2mb
2805&libid=1&pageindex=35&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple using mobile device in the woods,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,22.8mb
2806&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man taking a photo using his mobile phone,,"Smartphone, Camera, Photo, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,16.9mb
2807&libid=1&pageindex=35&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple using tablet in the city,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,10.2mb
2808&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man taking a break next to his bike in the woods,,Photography,Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,78.2mb
2809&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man using tablet while hiking through the woods,,,Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,48.1mb
2810&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using a tablet at a picnic table in the wood,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,75.6mb
2811&libid=1&pageindex=35&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple using a tablet while camping,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,55mb
2812&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man using tablet in a field,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,49.8mb
2813&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man using mobile device on a hike in the woods,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,13.9mb
2814&libid=1&pageindex=38&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Family viewing photos on a tablet outside,,"Tablet, Camera, Photo, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,19.4mb
2815&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Businessman looking at a tablet outside office,,"Tablet, Device, Office, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,38.3mb
2817&libid=1&pageindex=45&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man looking at his mobile phone outside a store,,"Device, Smartphone, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,43mb
2818&libid=1&pageindex=34&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple standing on a sidewalk outside a building,Asian man and woman standing outside.,Photography,Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,38mb
2821&libid=1&pageindex=103&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Young people using laptops in a hallway,,"Device, Laptop, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Tami,5/12/2015,,,JPEG,300 dpi,42.5mb
2822&libid=1&pageindex=41&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Group using mobile devices outside coffee shop,,"Device, Laptop, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,20.5mb
2823&libid=1&pageindex=41&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Group using a tablet outside at a table,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,20.6mb
2824&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman showing man her mobile phone,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,17.8mb
2825&libid=1&pageindex=40&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Friends sitting a table with mobile devices,,"Device, Smartphone, Tablet, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,12.6mb
2826&libid=1&pageindex=34&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple looking at mobile phone on the beach,Man and woman standing in the sand next to ocean.,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,49.2mb
2827&libid=1&pageindex=44&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man driving his son who is using a tablet,Man driving kids in SUV during the day.,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,22.8mb
2828&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using navigation in a car,,"Technology, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,54.7mb
2830&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using navigation in a car while driving,,"Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,13.2mb
2831&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman walking next to house on the beach,,Photography,Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,53mb
2832&libid=1&pageindex=100&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman with tablet sitting on the beach,Woman sitting on beach with tablet.,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,27.8mb
2833&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using tablet on bench outside,Woman by the beach with tablet on bench.,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,31.3mb
2834&libid=1&pageindex=103&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Young man using tablet inside home,Young man sitting on couch next to speaker using tablet.,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Katrina,12/4/2015,,,JPEG,300 dpi,43.4mb
2835&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using tablet sitting next to the couch,Woman sitting next to couch on tablet.,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Katrina,12/4/2015,,,JPEG,300 dpi,40.4mb
2839&libid=1&pageindex=48&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man with mobile phone in a grocery store,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,36.5mb
2841&libid=1&pageindex=27&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Architect using tablet inside a building,Man standing in building with tablet.,"Tablet, Device, Photography, Office",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,39.3mb
2844&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Business-people with laptop inside office lobby,Woman and man talking inside building.,"Laptop, Device, Office, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Katrina,12/4/2015,,,JPEG,300 dpi,45.4mb
2845&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Businessman with smartphone in front of office,Man standing on bridge connected to building.,"Device, Smartphone, Photography, Office",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Katrina,12/4/2015,,,JPEG,300 dpi,59.6mb
2847&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using tablet in her kitchen,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,51mb
2849&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Business woman holding laptop in front of Qualcomm,Woman standing outside Qualcomm office with computer.,"Qualcomm, Laptop, Device, Photography, Office",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Tami,5/12/2015,,,JPEG,300 dpi,22.2mb
2851&libid=1&pageindex=32&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Construction worker using mobile device on site,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,35.2mb
2853&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Businessman with mobile phone waiting for trolley,Asian man standing outside train.,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,53mb
2855&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using mobile device while shopping,Woman shopping at grocery store.,"Smartphone, Photography, Device",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,37.5mb
2857&libid=1&pageindex=38&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Family using devices at home,,"Laptop, Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Tami,12/18/2015,,,JPEG,300 dpi,32.4mb
2858&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using tablet on stairs at home,Blonde girl sitting on stairs using tablet.,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,42.1mb
2859&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using mobile device in kitchen,Blonde girl on phone in kitchen.,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,52.3mb
2860&libid=1&pageindex=28&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Boys playing on their mobile devices,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,14.2mb
